date,campaign_id,campaign_name,campaign_profile,channel,region,device,impressions,clicks,conversions,spend,revenue,budget,ctr_sql,cvr_sql,cpa_sql,roi_sql,budget_utilization,anomaly_flag,rolling_spend_mean_7,rolling_ctr_mean_7,rolling_cvr_mean_7,rolling_roi_mean_7,spend_spike_flag,ctr_drop_flag,cvr_drop_flag,negative_roi_flag,python_anomaly_score,python_anomaly_label
2024-01-07,6,Campaign_6,high_performer,Display,East,Desktop,25255,2938,400,2933.57,27957.23,3402.93,0.1163,0.1361,7.33,8.53,0.8621,,2443.324285714286,0.09065714285714287,0.11507142857142857,8.371428571428572,0,0,0,0,0,Normal
2024-01-08,6,Campaign_6,high_performer,Display,East,Desktop,21590,2549,345,3317.57,25805.83,4039.94,0.1181,0.1353,9.62,6.78,0.8212,,2787.1657142857143,0.09854285714285715,0.11194285714285714,7.105714285714286,0,0,0,0,0,Normal
2024-01-09,6,Campaign_6,high_performer,Display,East,Desktop,23273,1643,202,1503.01,23531.38,1947.98,0.0706,0.1229,7.44,14.66,0.7716,,2786.6414285714286,0.09835714285714285,0.1147142857142857,8.27142857142857,0,0,0,0,0,Normal
2024-01-10,6,Campaign_6,high_performer,Display,East,Desktop,27641,2847,479,3293.32,50509.53,3865.59,0.103,0.1682,6.88,14.34,0.852,,3044.9542857142856,0.1011857142857143,0.12377142857142856,8.459999999999999,0,0,0,0,0,Normal
2024-01-11,6,Campaign_6,high_performer,Display,East,Desktop,21461,1533,175,1750.85,15014.56,2289.65,0.0714,0.1142,10.0,7.58,0.7647,,2724.6428571428573,0.09481428571428573,0.12281428571428572,8.452857142857143,0,0,0,0,0,Normal
2024-01-12,6,Campaign_6,high_performer,Display,East,Desktop,25171,1945,271,2139.39,25952.29,2585.37,0.0773,0.1393,7.89,11.13,0.8275,,2567.261428571429,0.09491428571428571,0.12522857142857144,9.584285714285715,0,0,0,0,0,Normal
2024-01-13,6,Campaign_6,high_performer,Display,East,Desktop,28260,2297,238,2338.14,14496.73,2911.81,0.0813,0.1036,9.82,5.2,0.803,,2467.9785714285713,0.09114285714285715,0.13137142857142856,9.745714285714286,0,0,0,0,0,Normal
2024-01-14,6,Campaign_6,high_performer,Display,East,Desktop,25159,2501,429,3000.0,34151.7,3630.59,0.0994,0.1715,6.99,10.38,0.8263,,2477.468571428571,0.08872857142857142,0.13642857142857143,10.01,0,0,0,0,0,Normal
2024-01-15,6,Campaign_6,high_performer,Display,East,Desktop,14052,926,98,1075.59,6421.95,1340.48,0.0659,0.1058,10.98,4.97,0.8024,,2157.1857142857143,0.08127142857142856,0.1322142857142857,9.751428571428573,0,0,0,0,0,Normal
2024-01-16,6,Campaign_6,high_performer,Display,East,Desktop,26011,2523,426,2581.19,47876.66,3348.77,0.097,0.1688,6.06,17.55,0.7708,,2311.2114285714283,0.08504285714285713,0.13877142857142857,10.164285714285715,0,0,0,0,0,Normal
2024-01-17,6,Campaign_6,high_performer,Display,East,Desktop,20923,1035,242,1831.66,20781.52,5230.12,0.0495,0.2338,7.57,10.35,0.3502,CTR Drop,2102.4028571428576,0.0774,0.14814285714285713,9.594285714285714,0,1,0,0,1,Moderate
2024-01-18,6,Campaign_6,high_performer,Display,East,Desktop,22350,2111,109,3142.78,12411.24,4042.54,0.0945,0.0516,28.83,2.95,0.7774,Conversion Drop,2301.25,0.0807,0.13920000000000002,8.932857142857143,0,0,1,0,1,Moderate
2024-01-19,6,Campaign_6,high_performer,Display,East,Desktop,18845,2041,257,2059.49,16725.89,2508.83,0.1083,0.1259,8.01,7.12,0.8209,,2289.8357142857144,0.08512857142857143,0.1372857142857143,8.360000000000001,0,0,0,0,0,Normal
2024-01-20,6,Campaign_6,high_performer,Display,East,Desktop,18509,1313,145,1807.31,15328.39,2341.15,0.0709,0.1104,12.46,7.48,0.772,,2214.002857142857,0.08364285714285713,0.13825714285714288,8.685714285714287,0,0,0,0,0,Normal
2024-01-21,6,Campaign_6,high_performer,Display,East,Desktop,21275,1427,249,2117.48,22881.69,2396.03,0.0671,0.1745,8.5,9.81,0.8837,,2087.9285714285716,0.07902857142857143,0.13868571428571427,8.604285714285714,0,0,0,0,0,Normal
2024-01-22,6,Campaign_6,high_performer,Display,East,Desktop,20901,2074,310,2348.0,35862.69,3078.73,0.0992,0.1495,7.57,14.27,0.7627,,2269.7014285714286,0.08378571428571428,0.14492857142857143,9.932857142857143,0,0,0,0,0,Normal
2024-01-23,6,Campaign_6,high_performer,Display,East,Desktop,19566,1893,331,2767.15,21385.31,3289.22,0.0967,0.1749,8.36,6.73,0.8413,,2296.267142857143,0.08374285714285715,0.14579999999999999,8.387142857142859,0,0,0,0,0,Normal
2024-01-24,6,Campaign_6,high_performer,Display,East,Desktop,24719,1552,194,1921.65,22107.39,2576.1,0.0628,0.125,9.91,10.5,0.746,,2309.1228571428574,0.08564285714285715,0.13025714285714285,8.40857142857143,0,0,0,0,0,Normal
2024-01-25,6,Campaign_6,high_performer,Display,East,Desktop,27161,2506,306,6899.4,23647.78,7460.02,0.0923,0.1221,22.55,2.43,0.9249,Spend Spike,2845.782857142857,0.08532857142857142,0.14032857142857144,8.334285714285715,1,0,0,0,1,Moderate
2024-01-26,6,Campaign_6,high_performer,Display,East,Desktop,27193,1906,324,2586.52,23938.04,3211.48,0.0701,0.17,7.98,8.25,0.8054,,2921.0728571428567,0.07987142857142857,0.1466285714285714,8.495714285714286,0,0,0,0,0,Normal
2024-01-27,6,Campaign_6,high_performer,Display,East,Desktop,21772,2399,249,3033.81,20611.47,3577.31,0.1102,0.1038,12.18,5.79,0.8481,,3096.287142857143,0.08548571428571428,0.14568571428571428,8.254285714285714,0,0,0,0,0,Normal
2024-01-28,6,Campaign_6,high_performer,Display,East,Desktop,17316,1850,243,6312.65,27608.61,6927.68,0.1068,0.1314,25.98,3.37,0.9112,Spend Spike,3695.5971428571424,0.09115714285714284,0.13952857142857142,7.334285714285714,0,0,0,0,0,Normal
2024-01-29,6,Campaign_6,high_performer,Display,East,Desktop,18763,1552,268,1631.41,29654.93,1991.96,0.0827,0.1727,6.09,17.18,0.819,,3593.227142857143,0.08879999999999999,0.14284285714285713,7.75,0,0,0,0,0,Normal
2024-01-30,6,Campaign_6,high_performer,Display,East,Desktop,21221,1687,173,1808.46,10446.21,2431.63,0.0795,0.1025,10.45,4.78,0.7437,,3456.2714285714287,0.08634285714285714,0.1325,7.471428571428571,0,0,0,0,0,Normal
2024-01-31,6,Campaign_6,high_performer,Display,East,Desktop,12808,930,156,1507.0,13483.77,1769.02,0.0726,0.1677,9.66,7.95,0.8519,,3397.035714285714,0.08774285714285714,0.1386,7.107142857142857,0,0,0,0,0,Normal
2024-02-01,6,Campaign_6,high_performer,Display,East,Desktop,29356,3505,357,4919.37,35546.62,6257.49,0.1194,0.1019,13.78,6.23,0.7862,,3114.174285714286,0.09161428571428573,0.1357142857142857,7.6499999999999995,0,0,0,0,0,Normal
2024-02-02,6,Campaign_6,high_performer,Display,East,Desktop,13814,883,150,1077.13,13472.06,1431.76,0.0639,0.1699,7.18,11.51,0.7523,,2898.547142857143,0.09072857142857142,0.1357,8.115714285714285,0,0,0,0,0,Normal
2024-02-03,6,Campaign_6,high_performer,Display,East,Desktop,14415,1247,204,1900.72,20690.57,2252.61,0.0865,0.1636,9.32,9.89,0.8438,,2736.6771428571424,0.08734285714285715,0.14424285714285712,8.70142857142857,0,0,0,0,0,Normal
2024-02-04,6,Campaign_6,high_performer,Display,East,Desktop,23618,2270,256,2346.76,15724.15,3071.29,0.0961,0.1128,9.17,5.7,0.7641,,2170.121428571429,0.08581428571428572,0.1415857142857143,9.034285714285714,0,0,0,0,0,Normal
2024-02-05,6,Campaign_6,high_performer,Display,East,Desktop,14941,1674,291,2041.66,18343.87,2304.17,0.112,0.1738,7.02,7.98,0.8861,,2228.7285714285713,0.09,0.14174285714285714,7.72,0,0,0,0,0,Normal
2024-02-06,6,Campaign_6,high_performer,Display,East,Desktop,29396,3053,536,4828.67,42248.8,5610.76,0.1039,0.1756,9.01,7.75,0.8606,,2660.187142857143,0.0934857142857143,0.15218571428571429,8.144285714285713,1,0,0,0,1,Moderate
2024-02-07,6,Campaign_6,high_performer,Display,East,Desktop,17877,1656,202,2499.63,15410.48,3314.66,0.0926,0.122,12.37,5.17,0.7541,,2801.991428571429,0.09634285714285715,0.14565714285714287,7.747142857142857,0,0,0,0,0,Normal
2024-02-08,6,Campaign_6,high_performer,Display,East,Desktop,25179,2154,358,3458.57,26298.36,4275.07,0.0855,0.1662,9.66,6.6,0.809,,2593.3057142857147,0.0915,0.15484285714285712,7.8,0,0,0,0,0,Normal
2024-02-09,6,Campaign_6,high_performer,Display,East,Desktop,16815,1203,125,1716.03,9654.95,2029.31,0.0715,0.1039,13.73,4.63,0.8456,,2684.577142857143,0.09258571428571429,0.14541428571428572,6.817142857142857,0,0,0,0,0,Normal
2024-02-10,6,Campaign_6,high_performer,Display,East,Desktop,13404,1159,146,1384.51,13402.28,1676.76,0.0865,0.126,9.48,8.68,0.8257,,2610.832857142857,0.09258571428571429,0.14004285714285714,6.644285714285715,0,0,0,0,0,Normal
2024-02-11,6,Campaign_6,high_performer,Display,East,Desktop,25971,2701,344,3262.04,23231.67,3806.7,0.104,0.1274,9.48,6.12,0.8569,,2741.587142857143,0.09371428571428572,0.1421285714285714,6.704285714285715,0,0,0,0,0,Normal
2024-02-12,6,Campaign_6,high_performer,Display,East,Desktop,13810,1406,162,2026.76,12245.53,2678.41,0.1018,0.1152,12.51,5.04,0.7567,,2739.4585714285718,0.09225714285714286,0.13375714285714285,6.284285714285715,0,0,0,0,0,Normal
2024-02-13,6,Campaign_6,high_performer,Display,East,Desktop,26226,2593,440,4124.22,30125.24,5099.17,0.0989,0.1697,9.37,6.3,0.8088,,2638.8228571428567,0.09154285714285715,0.1329142857142857,6.077142857142857,0,0,0,0,0,Normal
2024-02-14,6,Campaign_6,high_performer,Display,East,Desktop,27946,2281,350,2442.14,22705.82,3292.36,0.0816,0.1534,6.98,8.3,0.7418,,2630.61,0.08997142857142858,0.1374,6.524285714285715,0,0,0,0,0,Normal
2024-02-15,6,Campaign_6,high_performer,Display,East,Desktop,13170,923,118,1441.43,10670.14,1815.45,0.0701,0.1278,12.22,6.4,0.794,,2342.447142857143,0.08777142857142858,0.1319142857142857,6.4957142857142856,0,0,0,0,0,Normal
2024-02-16,6,Campaign_6,high_performer,Display,East,Desktop,13161,1127,142,1537.49,15766.89,1826.26,0.0856,0.126,10.83,9.25,0.8419,,2316.941428571429,0.08978571428571429,0.13507142857142856,7.155714285714287,0,0,0,0,0,Normal
2024-02-17,6,Campaign_6,high_performer,Display,East,Desktop,14176,960,103,1347.06,9415.85,1567.16,0.0677,0.1073,13.08,5.99,0.8596,,2311.5914285714284,0.0871,0.13240000000000002,6.771428571428571,0,0,0,0,0,Normal
2024-02-18,6,Campaign_6,high_performer,Display,East,Desktop,19135,1485,173,2324.56,13006.41,3060.03,0.0776,0.1165,13.44,4.6,0.7597,,2177.6657142857143,0.08332857142857143,0.13084285714285715,6.554285714285714,0,0,0,0,0,Normal
2024-02-19,6,Campaign_6,high_performer,Display,East,Desktop,23559,1545,273,1444.7,18866.08,1910.46,0.0656,0.1767,5.29,12.06,0.7562,,2094.514285714286,0.07815714285714286,0.13962857142857144,7.557142857142858,0,0,0,0,0,Normal
2024-02-20,6,Campaign_6,high_performer,Display,East,Desktop,26209,2477,332,2665.06,35230.14,3082.32,0.0945,0.134,8.03,12.22,0.8646,,1886.0628571428572,0.07752857142857142,0.13452857142857141,8.402857142857144,0,0,0,0,0,Normal
2024-02-21,6,Campaign_6,high_performer,Display,East,Desktop,21036,2096,318,2203.06,31490.11,2622.25,0.0996,0.1517,6.93,13.29,0.8401,,1851.9085714285713,0.08009999999999999,0.13428571428571429,9.115714285714287,0,0,0,0,0,Normal
2024-02-22,6,Campaign_6,high_performer,Display,East,Desktop,22401,1590,234,1926.09,15814.47,2333.17,0.071,0.1472,8.23,7.21,0.8255,,1921.1457142857141,0.08022857142857143,0.13705714285714285,9.231428571428571,0,0,0,0,0,Normal
2024-02-23,6,Campaign_6,high_performer,Display,East,Desktop,19206,1879,251,2533.16,17690.19,3148.87,0.0978,0.1336,10.09,5.98,0.8045,,2063.3842857142854,0.08197142857142857,0.13814285714285715,8.764285714285714,0,0,0,0,0,Normal
2024-02-24,6,Campaign_6,high_performer,Display,East,Desktop,19452,2107,310,2035.15,19059.13,2478.74,0.1083,0.1471,6.57,8.36,0.821,,2161.682857142857,0.08777142857142858,0.14382857142857144,9.102857142857143,0,0,0,0,0,Normal
2024-02-25,6,Campaign_6,high_performer,Display,East,Desktop,15981,1726,291,1640.89,32328.84,2211.7,0.108,0.1686,5.64,18.7,0.7419,,2064.0157142857142,0.09211428571428572,0.15127142857142856,11.117142857142856,0,0,0,0,0,Normal
2024-02-26,6,Campaign_6,high_performer,Display,East,Desktop,25667,2472,308,4047.98,29835.7,5040.94,0.0963,0.1246,13.14,6.37,0.803,,2435.912857142857,0.0965,0.14382857142857142,10.304285714285713,0,0,0,0,0,Normal
2024-02-27,6,Campaign_6,high_performer,Display,East,Desktop,21615,1579,241,2263.83,23041.45,2523.51,0.0731,0.1526,9.39,9.18,0.8971,,2378.594285714286,0.09344285714285715,0.1464857142857143,9.870000000000001,0,0,0,0,0,Normal
2024-02-28,6,Campaign_6,high_performer,Display,East,Desktop,19148,2110,232,1954.43,25243.01,2601.47,0.1102,0.11,8.42,11.92,0.7513,,2343.075714285714,0.09495714285714285,0.14052857142857142,9.674285714285714,0,0,0,0,0,Normal
2024-02-29,6,Campaign_6,high_performer,Display,East,Desktop,19940,1320,174,5069.99,18581.33,5685.08,0.0662,0.1318,29.14,2.66,0.8918,Spend Spike,2792.2042857142856,0.09427142857142858,0.13832857142857144,9.024285714285714,1,0,0,0,1,Moderate
2024-03-01,6,Campaign_6,high_performer,Display,East,Desktop,24370,1678,180,2710.43,20459.57,3539.55,0.0689,0.1073,15.06,6.55,0.7658,,2817.5285714285715,0.09014285714285715,0.13457142857142856,9.105714285714287,0,0,0,0,0,Normal
2024-03-02,6,Campaign_6,high_performer,Display,East,Desktop,21726,2019,263,2841.01,21914.1,3295.78,0.0929,0.1303,10.8,6.71,0.862,,2932.6514285714284,0.08794285714285713,0.13217142857142858,8.870000000000001,0,0,0,0,0,Normal
2024-03-03,6,Campaign_6,high_performer,Display,East,Desktop,26166,1697,131,3015.22,11041.14,3445.68,0.0649,0.0772,23.02,2.66,0.8751,Conversion Drop,3128.9842857142858,0.08178571428571428,0.11911428571428571,6.578571428571428,0,0,1,0,1,Moderate
2024-03-04,6,Campaign_6,high_performer,Display,East,Desktop,27470,2172,302,3604.56,28852.5,4591.0,0.0791,0.139,11.94,7.0,0.7851,,3065.6385714285716,0.07932857142857143,0.12117142857142858,6.668571428571428,0,0,0,0,0,Normal
2024-03-05,6,Campaign_6,high_performer,Display,East,Desktop,17594,1181,172,1248.01,18618.27,1505.7,0.0671,0.1456,7.26,13.92,0.8289,,2920.5214285714283,0.07847142857142857,0.12017142857142858,7.345714285714286,0,0,0,0,0,Normal
2024-03-06,6,Campaign_6,high_performer,Display,East,Desktop,20844,2093,337,2318.06,30169.34,3011.45,0.1004,0.161,6.88,12.01,0.7697,,2972.468571428572,0.07707142857142857,0.12745714285714288,7.3585714285714285,0,0,0,0,0,Normal
2024-03-07,6,Campaign_6,high_performer,Display,East,Desktop,23463,2764,65,3533.75,6183.7,4365.4,0.1178,0.0235,54.37,0.75,0.8095,Conversion Drop,2753.0057142857145,0.08444285714285715,0.11198571428571429,7.085714285714286,0,0,1,0,1,Moderate
2024-03-08,6,Campaign_6,high_performer,Display,East,Desktop,16875,1492,157,1265.35,12205.16,1686.88,0.0884,0.1052,8.06,8.65,0.7501,,2546.565714285714,0.08722857142857142,0.11168571428571429,7.385714285714285,0,0,0,0,0,Normal
2024-03-09,6,Campaign_6,high_performer,Display,East,Desktop,12941,1241,188,1183.81,22300.92,1463.42,0.0959,0.1515,6.3,17.84,0.8089,,2309.8228571428567,0.08765714285714285,0.11471428571428573,8.975714285714286,0,0,0,0,0,Normal
2024-03-10,6,Campaign_6,high_performer,Display,East,Desktop,12262,1207,165,1194.85,16847.21,1480.56,0.0984,0.1367,7.24,13.1,0.807,,2049.77,0.09244285714285715,0.12321428571428572,10.467142857142857,0,0,0,0,0,Normal
2024-03-11,6,Campaign_6,high_performer,Display,East,Desktop,12599,1454,258,2374.68,20170.71,3185.96,0.1154,0.1774,9.2,7.49,0.7454,,1874.0728571428572,0.09762857142857144,0.1287,10.537142857142857,0,0,0,0,0,Normal
2024-03-12,6,Campaign_6,high_performer,Display,East,Desktop,26342,2298,305,3986.41,22891.09,4958.55,0.0872,0.1327,13.07,4.74,0.8039,,2265.272857142857,0.1005,0.12685714285714286,9.225714285714286,0,0,0,0,0,Normal
2024-03-13,6,Campaign_6,high_performer,Display,East,Desktop,16633,1812,248,1588.62,17350.86,1771.75,0.1089,0.1369,6.41,9.92,0.8966,,2161.0671428571427,0.10171428571428572,0.12341428571428571,8.927142857142858,0,0,0,0,0,Normal
2024-03-14,6,Campaign_6,high_performer,Display,East,Desktop,14547,1222,133,2056.96,11290.31,2461.81,0.084,0.1088,15.47,4.49,0.8355,,1950.0971428571427,0.09688571428571427,0.1356,9.461428571428572,0,0,0,0,0,Normal
2024-03-15,6,Campaign_6,high_performer,Display,East,Desktop,20435,1712,233,2080.01,24192.28,2358.4,0.0838,0.1361,8.93,10.63,0.882,,2066.477142857143,0.09622857142857144,0.1400142857142857,9.744285714285715,0,0,0,0,0,Normal
2024-03-16,6,Campaign_6,high_performer,Display,East,Desktop,29848,2868,420,3445.79,33719.73,3899.62,0.0961,0.1464,8.2,8.79,0.8836,,2389.617142857143,0.09625714285714286,0.1392857142857143,8.45142857142857,0,0,0,0,0,Normal
2024-03-17,6,Campaign_6,high_performer,Display,East,Desktop,29027,2105,220,2846.73,21057.03,3751.93,0.0725,0.1045,12.94,6.4,0.7587,,2625.6,0.09255714285714287,0.13468571428571427,7.494285714285715,0,0,0,0,0,Normal
2024-03-18,6,Campaign_6,high_performer,Display,East,Desktop,24242,1884,268,2785.29,25611.76,3414.08,0.0777,0.1423,10.39,8.2,0.8158,,2684.2585714285715,0.08717142857142857,0.12967142857142858,7.595714285714285,0,0,0,0,0,Normal
2024-03-19,6,Campaign_6,high_performer,Display,East,Desktop,23618,1631,219,2276.35,14199.29,3038.68,0.0691,0.1343,10.39,5.24,0.7491,,2439.964285714286,0.08458571428571429,0.1299,7.667142857142857,0,0,0,0,0,Normal
2024-03-20,6,Campaign_6,high_performer,Display,East,Desktop,15715,1132,141,1801.48,16207.57,2143.67,0.072,0.1246,12.78,8.0,0.8404,,2470.3728571428574,0.07931428571428571,0.12814285714285714,7.392857142857143,0,0,0,0,0,Normal
2024-03-21,6,Campaign_6,high_performer,Display,East,Desktop,18396,647,158,1145.8,11159.42,2814.24,0.0352,0.2442,7.25,8.74,0.4071,CTR Drop,2340.207142857143,0.07234285714285714,0.14748571428571428,8.0,0,1,0,0,1,Moderate
2024-03-22,6,Campaign_6,high_performer,Display,East,Desktop,17476,1059,181,1005.14,19395.15,1260.93,0.0606,0.1709,5.55,18.3,0.7971,,2186.654285714286,0.06902857142857143,0.15245714285714287,9.095714285714285,0,0,0,0,0,Normal
2024-03-23,6,Campaign_6,high_performer,Display,East,Desktop,21974,1617,235,1862.04,22706.32,2059.47,0.0736,0.1453,7.92,11.19,0.9041,,1960.404285714286,0.06581428571428571,0.15230000000000002,9.438571428571427,0,0,0,0,0,Normal
2024-03-24,6,Campaign_6,high_performer,Display,East,Desktop,28081,2330,273,2895.21,17172.18,3778.6,0.083,0.1172,10.61,4.93,0.7662,,1967.33,0.06731428571428572,0.1541142857142857,9.228571428571428,0,0,0,0,0,Normal
2024-03-25,6,Campaign_6,high_performer,Display,East,Desktop,18748,1201,141,4267.17,12403.34,5219.85,0.0641,0.1174,30.26,1.91,0.8175,Spend Spike,2179.0271428571427,0.06537142857142857,0.15055714285714286,8.33,1,0,0,0,1,Moderate
2024-03-26,6,Campaign_6,high_performer,Display,East,Desktop,17798,996,166,1419.95,15653.21,2800.84,0.056,0.1667,8.55,10.02,0.507,CTR Drop,2056.684285714286,0.0635,0.1551857142857143,9.012857142857142,0,0,0,0,0,Normal
2024-03-27,6,Campaign_6,high_performer,Display,East,Desktop,29737,2753,357,3923.93,21684.35,4456.57,0.0926,0.1297,10.99,4.53,0.8805,,2359.8914285714286,0.06644285714285715,0.15591428571428573,8.517142857142856,0,0,0,0,0,Normal
2024-03-28,6,Campaign_6,high_performer,Display,East,Desktop,20226,1275,168,1672.43,14951.61,1999.72,0.063,0.1318,9.95,7.94,0.8363,,2435.1242857142856,0.07041428571428572,0.13985714285714287,8.402857142857142,0,0,0,0,0,Normal
2024-03-29,6,Campaign_6,high_performer,Display,East,Desktop,21906,1395,147,1916.54,13812.28,2528.89,0.0637,0.1054,13.04,6.21,0.7579,,2565.324285714286,0.07085714285714285,0.1305,6.675714285714285,0,0,0,0,0,Normal
2024-03-30,6,Campaign_6,high_performer,Display,East,Desktop,29400,3382,548,5486.75,62562.87,6755.42,0.115,0.162,10.01,10.4,0.8122,,3083.14,0.07677142857142857,0.1328857142857143,6.562857142857142,0,0,0,0,0,Normal
2024-01-01,7,Campaign_7,high_performer,Video,South,Mobile,7305,512,56,472.72,5102.37,589.91,0.0701,0.1094,8.44,9.79,0.8013,,,,,,0,0,0,0,0,Normal
2024-01-02,7,Campaign_7,high_performer,Video,South,Mobile,16642,1045,182,931.24,14042.03,1180.9,0.0628,0.1742,5.12,14.08,0.7886,,,,,,0,0,0,0,0,Normal
2024-01-03,7,Campaign_7,high_performer,Video,South,Mobile,8079,683,95,830.15,5836.83,982.77,0.0845,0.1391,8.74,6.03,0.8447,,744.7033333333334,0.07246666666666667,0.1409,9.966666666666667,0,0,0,0,0,Normal
2024-01-04,7,Campaign_7,high_performer,Video,South,Mobile,15514,1831,263,3228.34,17590.81,3946.98,0.118,0.1436,12.28,4.45,0.8179,,1365.6125000000002,0.08385,0.141575,8.5875,1,0,0,0,1,Moderate
2024-01-05,7,Campaign_7,high_performer,Video,South,Mobile,16041,1730,75,2330.19,6637.9,3100.57,0.1078,0.0434,31.07,1.85,0.7515,Conversion Drop,1558.528,0.08864,0.12194,7.24,0,0,1,0,1,Moderate
2024-01-06,7,Campaign_7,high_performer,Video,South,Mobile,10786,1193,150,1774.34,17654.54,2275.7,0.1106,0.1257,11.83,8.95,0.7797,,1594.4966666666667,0.0923,0.12256666666666667,7.5249999999999995,0,0,0,0,0,Normal
2024-01-07,7,Campaign_7,high_performer,Video,South,Mobile,14082,1671,191,2672.19,15289.85,3427.67,0.1187,0.1143,13.99,4.72,0.7796,,1748.452857142857,0.09607142857142857,0.12138571428571429,7.124285714285714,0,0,0,0,0,Normal
2024-01-08,7,Campaign_7,high_performer,Video,South,Mobile,9962,909,95,891.93,11156.02,1179.61,0.0912,0.1045,9.39,11.51,0.7561,,1808.3400000000001,0.0990857142857143,0.12068571428571429,7.37,0,0,0,0,0,Normal
2024-01-09,7,Campaign_7,high_performer,Video,South,Mobile,19581,1648,233,2960.68,15870.34,3756.7,0.0842,0.1414,12.71,4.36,0.7881,,2098.2599999999998,0.10214285714285713,0.116,5.981428571428572,0,0,0,0,0,Normal
2024-01-10,7,Campaign_7,high_performer,Video,South,Mobile,16654,1947,331,3323.61,39551.84,3934.64,0.1169,0.17,10.04,10.9,0.8447,,2454.468571428571,0.10677142857142856,0.12041428571428571,6.677142857142857,0,0,0,0,0,Normal
2024-01-11,7,Campaign_7,high_performer,Video,South,Mobile,12014,1145,200,1316.58,14925.62,1664.13,0.0953,0.1747,6.58,10.34,0.7912,,2181.3599999999997,0.10352857142857143,0.12485714285714286,7.518571428571428,0,0,0,0,0,Normal
2024-01-12,7,Campaign_7,high_performer,Video,South,Mobile,9987,725,115,598.27,9348.34,774.79,0.0726,0.1586,5.2,14.63,0.7722,,1933.9428571428568,0.0985,0.1413142857142857,9.344285714285714,0,0,0,0,0,Normal
2024-01-13,7,Campaign_7,high_performer,Video,South,Mobile,19936,2086,277,2077.15,25148.97,2352.63,0.1046,0.1328,7.5,11.11,0.8829,,1977.2014285714286,0.09764285714285714,0.14232857142857142,9.652857142857144,0,0,0,0,0,Normal
2024-01-14,7,Campaign_7,high_performer,Video,South,Mobile,19021,1619,239,2126.89,18472.57,2354.73,0.0851,0.1476,8.9,7.69,0.9032,,1899.3014285714287,0.09284285714285714,0.1470857142857143,10.077142857142858,0,0,0,0,0,Normal
2024-01-15,7,Campaign_7,high_performer,Video,South,Mobile,9597,628,16,568.14,1083.45,706.46,0.0654,0.0255,35.51,0.91,0.8042,Conversion Drop,1853.0457142857142,0.08915714285714285,0.1358,8.562857142857142,0,0,1,0,1,Moderate
2024-01-16,7,Campaign_7,high_performer,Video,South,Mobile,17099,1443,204,2448.16,14642.64,2853.14,0.0844,0.1414,12.0,4.98,0.8581,,1779.8285714285714,0.08918571428571428,0.1358,8.651428571428571,0,0,0,0,0,Normal
2024-01-17,7,Campaign_7,high_performer,Video,South,Mobile,19632,1550,232,2493.01,22434.12,2926.64,0.079,0.1497,10.75,8.0,0.8518,,1661.1714285714286,0.08377142857142858,0.1329,8.237142857142858,0,0,0,0,0,Normal
2024-01-18,7,Campaign_7,high_performer,Video,South,Mobile,11576,881,102,922.28,7995.26,1142.51,0.0761,0.1158,9.04,7.67,0.8072,,1604.8428571428572,0.08102857142857144,0.12448571428571428,7.855714285714286,0,0,0,0,0,Normal
2024-01-19,7,Campaign_7,high_performer,Video,South,Mobile,14016,909,97,883.39,8835.21,1018.99,0.0649,0.1067,9.11,9.0,0.8669,,1645.5742857142857,0.07992857142857143,0.11707142857142858,7.051428571428572,0,0,0,0,0,Normal
2024-01-20,7,Campaign_7,high_performer,Video,South,Mobile,7478,454,68,1302.92,7338.52,1598.99,0.0607,0.1498,19.16,4.63,0.8148,Spend Spike,1534.97,0.07365714285714285,0.11950000000000001,6.125714285714286,0,0,0,0,0,Normal
2024-01-21,7,Campaign_7,high_performer,Video,South,Mobile,10332,969,148,1433.22,17153.85,1933.75,0.0938,0.1527,9.68,10.97,0.7412,,1435.8742857142859,0.0749,0.12022857142857143,6.594285714285713,0,0,0,0,0,Normal
2024-01-22,7,Campaign_7,high_performer,Video,South,Mobile,7066,444,52,753.64,3919.32,920.81,0.0628,0.1171,14.49,4.2,0.8185,,1462.3742857142856,0.07452857142857143,0.1333142857142857,7.064285714285715,0,0,0,0,0,Normal
2024-01-23,7,Campaign_7,high_performer,Video,South,Mobile,11471,974,125,1667.22,7802.17,2061.25,0.0849,0.1283,13.34,3.68,0.8088,,1350.8114285714287,0.0746,0.13144285714285714,6.878571428571428,0,0,0,0,0,Normal
2024-01-24,7,Campaign_7,high_performer,Video,South,Mobile,16830,1995,302,3460.42,23617.35,4482.88,0.1185,0.1514,11.46,5.82,0.7719,,1489.0128571428572,0.08024285714285714,0.1316857142857143,6.567142857142857,1,0,0,0,1,Moderate
2024-01-25,7,Campaign_7,high_performer,Video,South,Mobile,14601,1163,121,1142.6,14267.42,1379.17,0.0797,0.104,9.44,11.49,0.8285,,1520.4871428571428,0.08075714285714285,0.13,7.112857142857144,0,0,0,0,0,Normal
2024-01-26,7,Campaign_7,high_performer,Video,South,Mobile,18970,1493,200,2157.71,20942.58,2498.75,0.0787,0.134,10.79,8.71,0.8635,,1702.532857142857,0.08272857142857142,0.1339,7.071428571428572,0,0,0,0,0,Normal
